Id,m1
StatusCode,Complete
Messages,
Full label,ap-south-1:AWS/EC2 InstanceId:i-036bb37bf58fa7cad CPUUtilization Average 300
Label,CPUUtilization
2026/02/24 05:55:00,0.04204252982077735
2026/02/24 06:00:00,0.1417063741282586
2026/02/24 06:05:00,6.121297600302761
2026/02/24 06:10:00,0.8481262131259836
2026/02/24 06:15:00,1.4880809067091147
2026/02/24 06:20:00,1.7619739054099075
2026/02/24 06:25:00,0.8614578151879273
2026/02/24 06:30:00,0.15502825555122318
2026/02/24 06:35:00,5.484961122992516
2026/02/24 06:40:00,0.15835385146219771
2026/02/24 06:45:00,0.13163687156380446
2026/02/24 06:50:00,0.16165224045562415
2026/02/24 06:55:00,0.380254563511631
2026/02/24 07:00:00,0.1500132521203124
2026/02/24 07:05:00,6.172331946944554
2026/02/24 07:10:00,0.27837694404275426
2026/02/24 07:15:00,0.284913788112184
2026/02/24 07:20:00,0.15002155149458515
2026/02/24 07:25:00,0.1332747052086821
2026/02/24 07:30:00,0.15670996243267327
2026/02/24 07:35:00,0.13168316917884498
2026/02/24 07:40:00,0.1466958806791429
2026/02/24 07:45:00,0.1332968622815401
2026/02/24 07:50:00,3.610232359690812
2026/02/24 07:55:00,5.120181997632787
2026/02/24 08:00:00,6.7500844477696
2026/02/24 08:05:00,0.13168187569349304
2026/02/24 08:10:00,5.321841864089191
2026/02/24 08:15:00,0.41991165467623104
2026/02/24 08:20:00,0.418381475980377
2026/02/24 08:25:00,4.786276472705902
2026/02/24 08:30:00,0.49159875006682957
2026/02/24 08:35:00,4.388043704809868
